biosample_summary,Biosample term name,Biosample term id,Experiment accession,Assay,Output type,File format,Library made from,Library depleted in,Biological replicate(s),Technical replicate,Biosample type,Biosample life stage,Biosample sex,Biosample Age,Audit WARNING,Audit INTERNAL_ACTION,Audit NOT_COMPLIANT,Audit ERROR,Biosample treatments,Biosample subcellular fraction term name,Library extraction method,Library lysis method,Library strand specific,Project,Lab,Experiment date released,Derived from,Size,md5sum,File accession,File download URL,Assembly,File Status,Biosample organism,Biosample phase,Biosample synchronization stage,Experiment target,Antibody accession,RBNS protein concentration,Library fragmentation method,Library size range,Read length,Mapped read length,Run type,Paired end,Paired with,Platform,Controlled by,Library crosslinking method,dbxrefs
BE2C,BE2C,EFO:0005725,ENCSR000EMD,DNase-seq,peaks,bed narrowPeak,DNA,-,"1, 2",-,immortalized cell line,child,male,2 year,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",5/4/11,"ENCFF001CNX, ENCFF001COB",1698410,03ec343105e16a0e783773b7b18d66ee,ENCFF001SQA,https://www.encodeproject.org/files/ENCFF001SQA/@@download/ENCFF001SQA.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BE2C,BE2C,EFO:0005725,ENCSR000EMD,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,immortalized cell line,child,male,2 year,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",5/4/11,ENCFF001CNX,2064054,50522fbb0c44fd9419e79599f309c583,ENCFF001WED,https://www.encodeproject.org/files/ENCFF001WED/@@download/ENCFF001WED.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BE2C,BE2C,EFO:0005725,ENCSR000EMD,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,immortalized cell line,child,male,2 year,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",5/4/11,ENCFF001COB,2118966,957c6b42033f77e18fb8b950039c3ed2,ENCFF001WEE,https://www.encodeproject.org/files/ENCFF001WEE/@@download/ENCFF001WEE.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BE2C,BE2C,EFO:0005725,ENCSR000EMD,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,immortalized cell line,child,male,2 year,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,ENCODE Processing Pipeline,5/4/11,"ENCFF163ZHO, ENCFF459KZV",1290185,69b646232b08c9f53220ac1aa5168629,ENCFF580KMM,https://www.encodeproject.org/files/ENCFF580KMM/@@download/ENCFF580KMM.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BE2C,BE2C,EFO:0005725,ENCSR000EMD,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,immortalized cell line,child,male,2 year,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,ENCODE Processing Pipeline,5/4/11,"ENCFF080CRZ, ENCFF163ZHO",1339981,f7c1708baca0a63cbe38b787aab64b46,ENCFF532CKR,https://www.encodeproject.org/files/ENCFF532CKR/@@download/ENCFF532CKR.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BE2C,BE2C,EFO:0005725,ENCSR000EMD,DNase-seq,raw signal,bigWig,DNA,-,1,-,immortalized cell line,child,male,2 year,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",5/4/11,ENCFF001CNX,182773362,939185594beb7e9806f21650f142f592,ENCFF001COD,https://www.encodeproject.org/files/ENCFF001COD/@@download/ENCFF001COD.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BE2C,BE2C,EFO:0005725,ENCSR000EMD,DNase-seq,raw signal,bigWig,DNA,-,2,-,immortalized cell line,child,male,2 year,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",5/4/11,ENCFF001COB,219956391,e58a5d5ec43237279f2a2b524f94f037,ENCFF001COE,https://www.encodeproject.org/files/ENCFF001COE/@@download/ENCFF001COE.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BE2C,BE2C,EFO:0005725,ENCSR000BYK,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,1,-,immortalized cell line,child,male,2 year,"missing spikeins, low read depth",biological replicates with identical biosample,"insufficient read depth, insufficient read length",-,-,-,see document,see document,False,ENCODE,ENCODE Processing Pipeline,2/23/12,"ENCFF153NLA, ENCFF826ONU",9764381,2de2a243736e4601e3c731e2014fcb61,ENCFF064XUD,https://www.encodeproject.org/files/ENCFF064XUD/@@download/ENCFF064XUD.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BE2C,BE2C,EFO:0005725,ENCSR000BYK,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,2,-,immortalized cell line,child,male,2 year,"missing spikeins, low read depth",biological replicates with identical biosample,"insufficient read depth, insufficient read length",-,-,-,see document,see document,False,ENCODE,ENCODE Processing Pipeline,2/23/12,"ENCFF554AEI, ENCFF826ONU",9765163,6259a3c2f8c442c16e82ce7a6f540b8a,ENCFF620GJU,https://www.encodeproject.org/files/ENCFF620GJU/@@download/ENCFF620GJU.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD14-positive monocyte female,CD14-positive monocyte,CL:0001054,ENCSR000ELE,DNase-seq,peaks,bed narrowPeak,DNA,-,-,-,primary cell,unknown,female,unknown,-,missing derived_from,-,-,-,-,see document,see document,FALSE,ENCODE,"Gregory Crawford, Duke",8/28/12,-,2724418,538c87e3456355b6ebfedf1fcda403a9,ENCFF001UXE,https://www.encodeproject.org/files/ENCFF001UXE/@@download/ENCFF001UXE.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD14-positive monocyte female,CD14-positive monocyte,CL:0001054,ENCSR000EPK,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,primary cell,unknown,female,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",10/19/11,ENCFF001DZJ,1334500,152a89256f8fc12487f5c059b31f3a2d,ENCFF001SRV,https://www.encodeproject.org/files/ENCFF001SRV/@@download/ENCFF001SRV.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD14-positive monocyte female,CD14-positive monocyte,CL:0001054,ENCSR000EPK,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,primary cell,unknown,female,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",10/19/11,ENCFF001DZJ,1637249,2421bedab9e1c5ff75afaca3bfd03ba8,ENCFF001WQG,https://www.encodeproject.org/files/ENCFF001WQG/@@download/ENCFF001WQG.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD14-positive monocyte female,CD14-positive monocyte,CL:0001054,ENCSR000EPK,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,primary cell,unknown,female,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,False,ENCODE,ENCODE Processing Pipeline,10/19/11,"ENCFF128JSW, ENCFF163ZHO",1131309,88a3e3d736d7bef83d19a8a800fd90f4,ENCFF575DKT,https://www.encodeproject.org/files/ENCFF575DKT/@@download/ENCFF575DKT.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD14-positive monocyte female adult (34 years),CD14-positive monocyte,CL:0001054,ENCSR695AUY,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,adult,female,34 year,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF651DEE",562481,79ed3c65e5386caff9cc87286eec1afa,ENCFF564MST,https://www.encodeproject.org/files/ENCFF564MST/@@download/ENCFF564MST.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD14-positive monocyte male adult (37 years),CD14-positive monocyte,CL:0001054,ENCSR674JIL,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,adult,male,37 year,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF048LIF, ENCFF163ZHO",674301,aca4d34e2cec154bddd415f2623581d1,ENCFF247IVB,https://www.encodeproject.org/files/ENCFF247IVB/@@download/ENCFF247IVB.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD14-positive monocyte female,CD14-positive monocyte,CL:0001054,ENCSR000ELE,DNase-seq,base overlap signal,bigWig,DNA,-,-,-,primary cell,unknown,female,unknown,-,missing derived_from,-,-,-,-,see document,see document,FALSE,ENCODE,"Gregory Crawford, Duke",8/28/12,-,1577858397,55c85b5b30b778e5c22af2e2707d03bd,ENCFF000TAU,https://www.encodeproject.org/files/ENCFF000TAU/@@download/ENCFF000TAU.bigWig,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD14-positive monocyte female,CD14-positive monocyte,CL:0001054,ENCSR000ELE,DNase-seq,signal,bigWig,DNA,-,-,-,primary cell,unknown,female,unknown,-,missing derived_from,-,-,-,-,see document,see document,FALSE,ENCODE,"Gregory Crawford, Duke",8/28/12,-,3412347848,884c677f8643233ebae1bd181f268317,ENCFF000TAY,https://www.encodeproject.org/files/ENCFF000TAY/@@download/ENCFF000TAY.bigWig,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD14-positive monocyte female,CD14-positive monocyte,CL:0001054,ENCSR000EPK,DNase-seq,raw signal,bigWig,DNA,-,2,-,primary cell,unknown,female,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",10/19/11,ENCFF001DZJ,264746556,8ac992f34379775627130ea1239207b4,ENCFF001DZM,https://www.encodeproject.org/files/ENCFF001DZM/@@download/ENCFF001DZM.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD14-positive monocyte female,CD14-positive monocyte,CL:0001054,ENCSR000CUC,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,rRNA,1,-,primary cell,unknown,female,unknown,-,-,-,-,-,-,see document,see document,True,ENCODE,ENCODE Processing Pipeline,6/21/12,"ENCFF826ONU, ENCFF976GMZ",9431855,95173c1b20346bb9120caaf1841140a9,ENCFF081MXC,https://www.encodeproject.org/files/ENCFF081MXC/@@download/ENCFF081MXC.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD14-positive monocyte female,CD14-positive monocyte,CL:0001054,ENCSR000CUC,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,rRNA,2,-,primary cell,unknown,female,unknown,-,-,-,-,-,-,see document,see document,True,ENCODE,ENCODE Processing Pipeline,6/21/12,"ENCFF354SVR, ENCFF826ONU",9405011,99bef08e3942d9787257e03ebca7da1d,ENCFF669GZO,https://www.encodeproject.org/files/ENCFF669GZO/@@download/ENCFF669GZO.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD14-positive monocyte male adult (37 years),CD14-positive monocyte,CL:0001054,ENCSR905LVO,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,1,-,primary cell,adult,male,37 year,-,-,-,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF032CVP, ENCFF826ONU",9716804,762b7c7e5b7cf7ea885ca71627b9aabf,ENCFF248RZF,https://www.encodeproject.org/files/ENCFF248RZF/@@download/ENCFF248RZF.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD4-positive helper T cell female adult (33 years),CD4-positive helper T cell,CL:0000492,ENCSR643GHI,DNase-seq,alignments,bam,DNA,-,1,-,primary cell,adult,female,33 year,insufficient read depth,-,insufficient spot score,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF143VNS,1354363926,0f3a4504ca33c0c25c47cf42a0d06ad6,ENCFF198FEP,https://www.encodeproject.org/files/ENCFF198FEP/@@download/ENCFF198FEP.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD4-positive helper T cell male adult (21 year),CD4-positive helper T cell,CL:0000492,ENCSR569ATD,DNase-seq,alignments,bam,DNA,-,1,-,primary cell,adult,male,21 year,insufficient read depth,-,insufficient spot score,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF498SJI,1710093136,820db63a2a2ae6710645ac25926fa9db,ENCFF905PBC,https://www.encodeproject.org/files/ENCFF905PBC/@@download/ENCFF905PBC.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD4-positive helper T cell male adult (37 years),CD4-positive helper T cell,CL:0000492,ENCSR425MRQ,DNase-seq,alignments,bam,DNA,-,1,-,primary cell,adult,male,37 year,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF899SUV,1245691140,79a272f00a592f49474384420af71b5c,ENCFF353WCX,https://www.encodeproject.org/files/ENCFF353WCX/@@download/ENCFF353WCX.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD4-positive helper T cell female adult (33 years),CD4-positive helper T cell,CL:0000492,ENCSR643GHI,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,adult,female,33 year,insufficient read depth,-,insufficient spot score,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF198FEP",477186,0b56909c45db50c600ada83348c48d9b,ENCFF569GSL,https://www.encodeproject.org/files/ENCFF569GSL/@@download/ENCFF569GSL.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD4-positive helper T cell male adult (21 year),CD4-positive helper T cell,CL:0000492,ENCSR569ATD,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,adult,male,21 year,insufficient read depth,-,insufficient spot score,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF905PBC",594442,f8f6e22e8df5beadc8b7881aa6cb2e0e,ENCFF988HSM,https://www.encodeproject.org/files/ENCFF988HSM/@@download/ENCFF988HSM.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD4-positive helper T cell male adult (37 years),CD4-positive helper T cell,CL:0000492,ENCSR425MRQ,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,adult,male,37 year,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF353WCX",446378,edf3c1937cd89fca79e46da90bb36d7b,ENCFF907KBL,https://www.encodeproject.org/files/ENCFF907KBL/@@download/ENCFF907KBL.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD4-positive helper T cell male adult (21 year),CD4-positive helper T cell,CL:0000492,ENCSR545MEZ,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,1,-,primary cell,adult,male,21 year,-,-,-,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF166KRE, ENCFF826ONU",9572334,9164b737f5a486abd9fe2a2dfb9f200f,ENCFF269QBU,https://www.encodeproject.org/files/ENCFF269QBU/@@download/ENCFF269QBU.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD4-positive helper T cell male adult (37 years),CD4-positive helper T cell,CL:0000492,ENCSR463JBR,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,1,-,primary cell,adult,male,37 year,-,-,-,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF208ZIG, ENCFF826ONU",9628579,e4df2e83579817d1493965fd48fc3364,ENCFF880QDD,https://www.encodeproject.org/files/ENCFF880QDD/@@download/ENCFF880QDD.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"CD8-positive, alpha-beta T cell female adult (33 years)","CD8-positive, alpha-beta T cell",CL:0000625,ENCSR840TVG,DNase-seq,alignments,bam,DNA,-,1,-,primary cell,adult,female,33 year,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF897VJO,1706091728,0709728f57836c7de17405f561c38dcf,ENCFF116XIA,https://www.encodeproject.org/files/ENCFF116XIA/@@download/ENCFF116XIA.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"CD8-positive, alpha-beta T cell female adult (34 years)","CD8-positive, alpha-beta T cell",CL:0000625,ENCSR609DDQ,DNase-seq,alignments,bam,DNA,-,1,-,primary cell,adult,female,34 year,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF987QMB,1210512759,51bac3ff2d1714eaf1bfc82ec0d16982,ENCFF540CVI,https://www.encodeproject.org/files/ENCFF540CVI/@@download/ENCFF540CVI.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"CD8-positive, alpha-beta T cell male adult (21 year)","CD8-positive, alpha-beta T cell",CL:0000625,ENCSR842VTJ,DNase-seq,alignments,bam,DNA,-,1,-,primary cell,adult,male,21 year,insufficient read depth,-,insufficient spot score,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF877KMA,1095509535,7cd6067d212343068d1c011115e86171,ENCFF579MOL,https://www.encodeproject.org/files/ENCFF579MOL/@@download/ENCFF579MOL.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"CD8-positive, alpha-beta T cell female adult (33 years)","CD8-positive, alpha-beta T cell",CL:0000625,ENCSR840TVG,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,adult,female,33 year,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF116XIA, ENCFF163ZHO",449580,87a80d6bebc12f4078ff6053ebe578eb,ENCFF662NTN,https://www.encodeproject.org/files/ENCFF662NTN/@@download/ENCFF662NTN.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"CD8-positive, alpha-beta T cell female adult (34 years)","CD8-positive, alpha-beta T cell",CL:0000625,ENCSR609DDQ,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,adult,female,34 year,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF540CVI",386660,8686fa3b987012e5faa74b6662423e58,ENCFF422HNI,https://www.encodeproject.org/files/ENCFF422HNI/@@download/ENCFF422HNI.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"CD8-positive, alpha-beta T cell male adult (21 year)","CD8-positive, alpha-beta T cell",CL:0000625,ENCSR842VTJ,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,adult,male,21 year,insufficient read depth,-,insufficient spot score,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF579MOL",489669,acb1137ec704acc4ce4c3a70e7cd6134,ENCFF071RMN,https://www.encodeproject.org/files/ENCFF071RMN/@@download/ENCFF071RMN.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"CD8-positive, alpha-beta T cell male adult (21 year)","CD8-positive, alpha-beta T cell",CL:0000625,ENCSR944FLL,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,1,-,primary cell,adult,male,21 year,-,-,-,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF622DRW, ENCFF826ONU",9559649,fb365c9a3897d1279471f2f5aba98549,ENCFF557VGS,https://www.encodeproject.org/files/ENCFF557VGS/@@download/ENCFF557VGS.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"CD8-positive, alpha-beta T cell male adult (37 years)","CD8-positive, alpha-beta T cell",CL:0000625,ENCSR861QKF,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,1,-,primary cell,adult,male,37 year,-,-,-,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF826ONU, ENCFF922KNV",9628216,644863498831857fa30aab27e3b7128f,ENCFF495CNV,https://www.encodeproject.org/files/ENCFF495CNV/@@download/ENCFF495CNV.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Caki2,Caki2,EFO:0002150,ENCSR515EWI,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,immortalized cell line,adult,male,69 year,mixed run types,"out of date analysis, sequencing runs labeled as technical replicates",-,-,-,-,-,-,False,ENCODE,"John Stamatoyannopoulos, UW",8/18/15,ENCFF465NUQ,2049648,cddd19e10a64b3981ce0ad6dc0ef2eb1,ENCFF995SLU,https://www.encodeproject.org/files/ENCFF995SLU/@@download/ENCFF995SLU.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Caki2,Caki2,EFO:0002150,ENCSR515EWI,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,immortalized cell line,adult,male,69 year,mixed run types,"out of date analysis, sequencing runs labeled as technical replicates",-,-,-,-,-,-,False,ENCODE,"John Stamatoyannopoulos, UW",8/18/15,ENCFF302SNC,1140721,c78d37a6fcbd6b1d88bd3fd855757346,ENCFF582BGK,https://www.encodeproject.org/files/ENCFF582BGK/@@download/ENCFF582BGK.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Caki2,Caki2,EFO:0002150,ENCSR515EWI,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,immortalized cell line,adult,male,69 year,mixed run types,"out of date analysis, sequencing runs labeled as technical replicates",-,-,-,-,-,-,False,ENCODE,ENCODE Processing Pipeline,8/18/15,"ENCFF163ZHO, ENCFF756QUU",1129408,af2deacfe31b085902a71e9d67ac49b6,ENCFF860PPF,https://www.encodeproject.org/files/ENCFF860PPF/@@download/ENCFF860PPF.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Caki2,Caki2,EFO:0002150,ENCSR515EWI,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,immortalized cell line,adult,male,69 year,mixed run types,"out of date analysis, sequencing runs labeled as technical replicates",-,-,-,-,-,-,False,ENCODE,ENCODE Processing Pipeline,8/18/15,"ENCFF161NJH, ENCFF163ZHO",871183,1713d7b0eafcc5054d34297db67993c2,ENCFF417HPS,https://www.encodeproject.org/files/ENCFF417HPS/@@download/ENCFF417HPS.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Caki2,Caki2,EFO:0002150,ENCSR515EWI,DNase-seq,signal of unique reads,bigWig,DNA,-,1,-,immortalized cell line,adult,male,69 year,mixed run types,"out of date analysis, sequencing runs labeled as technical replicates",-,-,-,-,-,-,False,ENCODE,"John Stamatoyannopoulos, UW",8/18/15,ENCFF465NUQ,302778615,9079487d242dbce0f66b9f502c6771e4,ENCFF323XMB,https://www.encodeproject.org/files/ENCFF323XMB/@@download/ENCFF323XMB.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-
Caki2,Caki2,EFO:0002150,ENCSR515EWI,DNase-seq,signal of unique reads,bigWig,DNA,-,2,-,immortalized cell line,adult,male,69 year,mixed run types,"out of date analysis, sequencing runs labeled as technical replicates",-,-,-,-,-,-,False,ENCODE,"John Stamatoyannopoulos, UW",8/18/15,ENCFF302SNC,90675322,cd89b66fdcfd597484dc0dea40b5804e,ENCFF637SPO,https://www.encodeproject.org/files/ENCFF637SPO/@@download/ENCFF637SPO.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-
Caki2,Caki2,EFO:0002150,ENCSR584JXD,RNA-seq,gene quantifications,tsv,RNA,rRNA,1,1.0,immortalized cell line,adult,male,69 year,low replicate concordance,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,11/20/14,"ENCFF485HTI, ENCFF826ONU",9508041,47ea5dcd337439455e046d8ac0fce011,ENCFF041DAC,https://www.encodeproject.org/files/ENCFF041DAC/@@download/ENCFF041DAC.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Caki2,Caki2,EFO:0002150,ENCSR584JXD,RNA-seq,gene quantifications,tsv,RNA,rRNA,2,1.0,immortalized cell line,adult,male,69 year,low replicate concordance,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,11/20/14,"ENCFF324FZJ, ENCFF826ONU",9522649,a14871086aa62ae6efe1af93474e7025,ENCFF088TZM,https://www.encodeproject.org/files/ENCFF088TZM/@@download/ENCFF088TZM.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Daoy,Daoy,EFO:0005698,ENCSR346IHH,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,immortalized cell line,child,male,4 year,mixed run types,"out of date analysis, sequencing runs labeled as technical replicates",-,-,-,-,-,-,False,ENCODE,"John Stamatoyannopoulos, UW",8/18/15,ENCFF171ZQY,2624053,9eee592478521ef71551e8a7f02e99a2,ENCFF793IBO,https://www.encodeproject.org/files/ENCFF793IBO/@@download/ENCFF793IBO.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Daoy,Daoy,EFO:0005698,ENCSR346IHH,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,immortalized cell line,child,male,4 year,mixed run types,"out of date analysis, sequencing runs labeled as technical replicates",-,-,-,-,-,-,False,ENCODE,"John Stamatoyannopoulos, UW",8/18/15,ENCFF183WVZ,3656271,36b9dda6df1c0429ee36bf27fc74af59,ENCFF069YBP,https://www.encodeproject.org/files/ENCFF069YBP/@@download/ENCFF069YBP.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
